bojí	boja	boj	bál	bojac	bojaci			bátie
vzmôže	vzmôžu	vzmôž	vzmohol	vzmôžuc			vzmožený	vzmoženie
vzopne	vzopnú	vzopni	vzopäl	vzopnúc		vzopävší	vzopätý	vzopätie
vzrastie	vzrastú	vzrasť / vzrasti	vzrástol	vzrastúc			vzrastený	vzrastenie
vzýva	vzývajú	vzývaj	vzýval	vzývajúc	vzývajúci		vzývaný	vzývanie
vžíva	vžívajú	vžívaj	vžíval	vžívajúc	vžívajúci			vžívanie
zaberie	zaberú	zaber	zabral	zaberúc		zabravší	zabratý/zabraný	zabratie/zabranie
začká	začkajú	začkaj	začkal	začkajúc		začkavší		začkanie
zaženie	zaženú	zažeň	zahnal	zaženúc		zahnavší	zahnaný	zahnanie
zahne	zahnú	zahni	zahol	zahnúc		zahnuvší	zahnutý	zahnutie
zahrá	zahrajú	zahraj	zahral	zahrajúc		zahravší	zahratý/zahraný	zahratie/zahranie
zahudie	zahudú	zahuď	zahúdol	zahudúc			zahudený	zahudenie
zaje	zajedia	zajedz	zajedol	zajediac			zajedený	zajedenie
zakole	zakolú	zakoľ	zaklal	zakolúc		zaklavší	zaklaný	zaklanie
zakryje	zakryjú	zakry	zakryl	zakryjúc		zakryvší	zakrytý	zakrytie
zaleje	zalejú	zalej	zalial	zalejúc		zaliavší	zaliaty	zaliatie
zaobuje	zaobujú	zaobuj	zaobul	zaobujúc		zaobuvší	zaobutý	zaobutie
zaorie	zaorú	zaor	zaoral	zaorúc		zaoravší	zaoraný	zaoranie
zapľuje	zapľujú	zapľuj	zapľul	zapľujúc		zapľuvší	zapľutý	zapľutie
zapne	zapnú	zapni	zapol	zapnúc		zapnuvší	zapnutý	zapnutie
zaperie	zaperú	zaper	zapral	zaperúc		zapravší	zapraný/zapratý	zapranie/zapratie
zarastie	zarastú	zarasť / zarasti	zarástol	zarastúc			zarastený	zarastenie
zaseje	zasejú	zasej	zasial	zasejúc		zasiavší	zasiaty	zasiatie
zašle	zašlú	zašli	zaslal	zašlúc		zaslavší	zaslaný	zaslanie
zasní	zasnia	zasni	zasnil	zasniac		zasnivší	zasnený	zasnenie
zaspí	zaspia	zaspi	zaspal	zaspiac		zaspavší	zaspaný/zaspatý	zaspanie/zaspatie
zastane	zastanú	zastaň	zastal	zastanúc		zastavší	zastaný	zastanie
zatlčie	zatlčú	zatlč	zatĺkol	zatlčúc			zatlčený	zatlčenie
zatmí			zatmilo				zatmené	zatmenie
zatne	zatnú	zatni	zaťal	zatnúc		zatnuvší	zatnutý	zatnutie
zaúča	zaúčajú	zaúčaj	zaúčal	zaúčajúc	zaúčajúci		zaúčaný	zaúčanie
zaučí	zaučia	zauč	zaučil	zaučiac		zaučivší	zaučený	zaučenie
zaúdi	zaúdia	zaúď	zaúdil	zaúdiac		zaúdivší	zaúdený	zaúdenie
zaujme	zaujmú	zaujmi	zaujal	zaujmúc		zaujavší	zaujatý	zaujatie
zaveje	zavejú	zavej	zavial	zavejúc		zaviavší	zaviaty	zaviatie
zazdá	zazdajú	zazdaj	zazdal	zazdajúc		zazdavší		zazdanie
zažerie	zažerú	zažer	zažral	zažerúc		zažravší	zažratý/zažraný	zažratie/zažranie
zbadá	zbadajú	zbadaj	zbadal	zbadajúc		zbadavší	zbadaný	zbadanie
zbalí	zbalia	zbaľ	zbalil	zbaliac		zbalivší	zbalený	zbalenie
zbaví	zbavia	zbav	zbavil	zbaviac		zbavivší	zbavený	zbavenie
zberá	zberajú	zberaj	zberal	zberajúc	zberajúci		zberaný	zberanie
zbíja	zbíjajú	zbíjaj	zbíjal	zbíjajúc	zbíjajúci		zbíjaný	zbíjanie
zblčí	zblčia	zblč	zblčal	zblčiac		zblčavší	zblčaný	zblčanie
zborí	zboria	zbor	zboril	zboriac		zborivší	zborený	zborenie
zbúra	zbúrajú	zbúraj	zbúral	zbúrajúc		zbúravší	zbúraný	zbúranie
zdaní	zdania	zdaň	zdanil	zdaniac		zdanivší	zdanený	zdanenie
zdedí	zdedia	zdeď	zdedil	zdediac		zdedivší	zdedený	zdedenie
zdesí	zdesia	zdes	zdesil	zdesiac		zdesivší	zdesený	zdesenie
zdĺži	zdĺžia	zdĺž	zdĺžil	zdĺžiac		zdĺživší	zdĺžený	zdĺženie
zdobí	zdobia	zdob	zdobil	zdobiac	zdobiaci		zdobený	zdobenie
zdolá	zdolajú	zdolaj	zdolal	zdolajúc		zdolavší	zdolaný	zdolanie
zdrví	zdrvia	zdrv	zdrvil	zdrviac		zdrvivší	zdrvený	zdrvenie
zdrží	zdržia	zdrž	zdržal	zdržiac		zdržavší	zdržaný	zdržanie
zdurí	zduria	zdur	zduril	zduriac		zdurivší	zdurený	zdurenie
zdusí	zdusia	zdus	zdusil	zdusiac		zdusivší	zdusený	zdusenie
zdúva	zdúvajú	zdúvaj	zdúval	zdúvajúc	zdúvajúci		zdúvaný	zdúvanie
zgúľa	zgúľajú	zgúľaj	zgúľal	zgúľajúc		zgúľavší	zgúľaný	zgúľanie
zhabe	zhabú	zhab	zhabal	zhabúc		zhabavší	zhabaný	zhabanie
zháči	zháčia	zháč	zháčil	zháčiac		zháčivší	zháčený	zháčenie
zháňa	zháňajú	zháňaj	zháňal	zháňajúc	zháňajúci		zháňaný	zháňanie
zhára	zhárajú	zháraj	zháral	zhárajúc	zhárajúci		zháraný	zháranie
zhasí	zhasia	zhas	zhasil	zhasiac		zhasivší	zhasený	zhasenie
zháša	zhášajú	zhášaj	zhášal	zhášajúc	zhášajúci		zhášaný	zhášanie
zhatí	zhatia	zhať	zhatil	zhatiac		zhativší	zhatený	zhatentie
zhmlí	zhmlia	zhmli	zhmlil	zhmliac		zhmlivší	zhmlený	zhmlenie
zhodí	zhodia	zhoď	zhodil	zhodiac		zhodivší	zhodený	zhodenie
zhojí	zhoja	zhoj	zhojil	zhojac		zhojivší	zhojený	zhojenie
zhrbí	zhrbia	zhrb	zhrbil	zhrbiac		zhrbivší	zhrbený	zhrbenie
zhrčí	zhrčia	zhrč	zhrčal	zhrčiac		zhrčavší	zhrčaný	zhrčanie
zhrčí	zhrčia	zhrč	zhrčil	zhrčiac		zhrčivší	zhrčený	zhrčenie
zhŕňa	zhŕňajú	zhŕňaj	zhŕňal	zhŕňajúc	zhŕňajúci		zhŕňaný	zhŕňanie
zhrnie	zhrnú	zhrň	zhrnul	zhrnúc		zhrnuvší	zhrnutý	zhrnutie
zhryzie	zhryzú	zhryz	zhrýzol	zhryzúc			zhryzený	zhryzenie
zhubí	zhubia	zhub	zhubil	zhubiac		zhubivší	zhubený	zhubentie
zhynie	zhynú	zhyň	zhynul	zhynúc		zhynuvší	zhynutý	zhynutie
ziape	ziapu	ziap	ziapal	ziapuc/ziapajúc	ziapuci/ziapajúci		ziapaný	ziapanie
získa	získajú	získaj	získal	získajúc		získavší	získaný	získanie
zistí	zistia	zisť / zisti	zistil	zistiac		zistivší	zistený	zistenie
zívne	zívnu	zívni	zívol	zívnuc		zívnuvší		zívnutie
zjačí	zjačia	zjač	zjačal	zjačiac		zjačavší		zjačanie
zjasá	zjasajú	zjasaj	zjasal	zjasajúc		zjasavší		zjasanie
zjaší	zjašia	zjaš	zjašil	zjašiac		zjašivší	zjašený	zjašenie
zjaví	zjavia	zjav	zjavil	zjaviac		zjavivší	zjavený	zjavenie
zjedá	zjedajú	zjedaj	zjedal	zjedajúc	zjedajúci		zjedaný	zjedanie
zježí	zježia	zjež	zježil	zježiac		zježivší	zježený	zježenie
zladí	zladia	zlaď	zladil	zladiac		zladivší	zladený	zladenie
zláka	zlákajú	zlákaj	zlákal	zlákajúc		zlákavší	zlákaný	zlákanie
zláme	zlámu	zlám	zlámal	zlámuc		zlámavší	zlámaný	zlámanie
zlapá	zlapajú	zlapaj	zlapal	zlapajúc		zlapavší	zlapaný	zlapanie
zláta / zláce	zlátajú / zlácu	zlátaj / zlác	zlátal	zlácuc/zlátajúc		zlátavší	zlátaný	zlátanie
zláti	zlátia	zláť	zlátil	zlátiac	zlátiaci		zlátený	zlátenie
zľaví	zľavia	zľav	zľavil	zľaviac		zľavivší	zľavený	zľavenie
zlepí	zlepia	zlep	zlepil	zlepiac		zlepivší	zlepený	zlepenie
zlezie	zlezú	zlez	zliezol	zlezúc			zlezený	zlezenie
zlíže	zlížu	zlíž	zlízal	zlížuc		zlízavší	zlízaný	zlízanie
zlomí	zlomia	zlom	zlomil	zlomiac		zlomivší	zlomený	zlomenie
zloží	zložia	zlož	zložil	zložiac		zloživší	zložený	zloženie
zlúči	zlúčia	zlúč	zlúčil	zlúčiac		zlúčivší	zlúčený	zlúčenie
zlúpe	zlúpu	zlúp	zlúpal	zlúpuc		zlúpavší	zlúpaný	zlúpanie
zlúpi	zlúpia	zlúp	zlúpil	zlúpiac		zlúpivší	zlúpený	zlúpenie
zlyhá	zlyhajú	zlyhaj	zlyhal	zlyhajúc		zlyhavší		zlyhanie
zmáča	zmáčajú	zmáčaj	zmáčal	zmáčajúc		zmáčavší	zmáčaný	zmáčanie
zmáha	zmáhajú	zmáhaj	zmáhal	zmáhajúc	zmáhajúci		zmáhaný	zmáhanie
zmámi	zmámia	zmám	zmámil	zmámiac		zmámivší	zmámený	zmámenie
zmára	zmárajú	zmáraj	zmáral	zmárajúc	zmárajúci		zmáraný	zmáranie
zmarí	zmaria	zmar	zmaril	zmariac		zmarivší	zmarený	zmarenie
zmáta	zmátajú	zmátaj	zmátal	zmátajúc		zmátavší	zmátaný	zmátanie
zmaže	zmažú	zmaž	zmazal	zmažúc		zmazavší	zmazaný	zmazanie
zmení	zmenia	zmeň	zmenil	zmeniac		zmenivší	zmenený	zmenenie
zmeria	zmerajú	zmeraj	zmeral	zmerajúc		zmeravší	zmeraný	zmeranie
zmetá	zmetajú	zmetaj	zmetal	zmetajúc	zmetajúci		zmetaný	zmetanie
zmätie	zmätú	zmäť	zmiatol	zmätúc			zmätený	zmätenie
zmetie	zmetú	zmeť	zmietol	zmetúc			zmetený	zmetenie
zmelie	zmelú	zmeľ	zmlel	zmelúc		zmlevší	zmletý	zmletie
zmĺka	zmĺkajú	zmĺkaj	zmĺkal	zmĺkajúc	zmĺkajúci			zmĺkanie
zmočí	zmočia	zmoč	zmočil	zmočiac		zmočivší	zmočený	zmočenie
zmorí	zmoria	zmor	zmoril	zmoriac		zmorivší	zmorený	zmorenie
zmoce / zmotá	zmocú / zmotajú	zmoc / zmotaj	zmotal	zmotajúc		zmotavší	zmotaný	zmotanie
zmrhá	zmrhajú	zmrhaj	zmrhal	zmrhajúc		zmrhavší	zmrhaný	zmrhanie
zmrká			zmrkalo					zmrkanie
zmrví	zmrvia	zmrv	zmrvil	zmrviac		zmrvivší	zmrvený	zmrvenie
zmŕza	zmŕzajú	zmŕzaj	zmŕzal	zmŕzajúc	zmŕzajúci			zmŕzanie
zmúti	zmútia	zmúť	zmútil	zmútiac		zmútivší	zmútený	zmútenie
zmýli	zmýlia	zmýľ	zmýlil	zmýliac		zmýlivší	zmýlený	zmýlenie
zmyší	zmyšia	zmyš	zmyšil	zmyšiac		zmyšivší	zmyšený	zmyšenie
zmýva	zmývajú	zmývaj	zmýval	zmývajúc	zmývajúci		zmývaný	zmývanie
značí	značia	znač	značil	značiac	značiaci		značený	značenie
znáša	znášajú	znášaj	znášal	znášajúc	znášajúci		znášaný	znášanie
zničí	zničia	znič	zničil	zničiac		zničivší	zničený	zničenie
znesie	znesú	znes	zniesol	znesúc			znesený	znesenie
zníži	znížia	zníž	znížil	znížiac		zníživší	znížený	zníženie
znosí	znosia	znos	znosil	znosiac		znosivší	znosený	znosenie
znoží	znožia	znož	znožil	znožiac		znoživší	znožený	znoženie
zobká	zobkajú	zobkaj	zobkal	zobkajúc	zobkajúci		zobkaný	zobkanie
zobne	zobnú	zobni	zobol	zobnúc		zobnuvší	zobnutý	zobnutie
zoberie	zoberú	zober	zobral	zoberúc		zobravší	zobratý/zobraný	zobratie/zobranie
zoderie	zoderú	zoder	zodral	zoderúc		zodravší	zodratý/zodraný	zodratie/zodranie
zoženie	zoženú	zožeň	zohnal	zoženúc		zohnavší	zohnaný	zohnanie
zohne	zohnú	zohni	zohol	zohnúc		zohnuvší	zohnutý	zohnutie
zohrá	zohrajú	zohraj	zohral	zohrajúc		zohravší	zohratý/zohraný	zohratie/zohranie
zopne	zopnú	zopni	zopol	zopnúc		zopnuvší	zopnutý	zopnutie
zopsuje	zopsujú	zopsuj	zopsul	zopsujúc		zopsuvší	zopsutý	zopsutie
zošle	zošlú	zošli	zoslal	zošlúc		zoslavší	zoslaný	zoslanie
zostane	zostanú	zostaň	zostal	zostanúc		zostavší		zostanie
zotmí			zotmilo				zotmené	zotmenie
zožerie	zožerú	zožer	zožral	zožerúc		zožravší	zožratý/zožraný	zožratie/zožranie
zračí	zračia	zrač	zračil	zračiac				zračenie
zradí	zradia	zraď	zradil	zradiac		zračivší	zradený	zradenie
zráňa	zráňajú	zráňaj	zráňal	zráňajúc		zráňavší	zráňaný	zráňanie
zraní	zrania	zraň	zranil	zraniac		zranivší	zranený	zranenie
zráta / zráce	zrátajú / zrácu	zrátaj / zrác	zrátal	zrátajúc		zrátavší	zrátaný	zrátanie
zrazí	zrazia	zraz	zrazil	zraziac		zrazivší	zrazený	zrazenie
zráža	zrážajú	zrážaj	zrážal	zrážajúc	zrážajúci		zrážaný	zrážanie
zreve	zrevú	zrev	zreval	zrevúc		zrevavší	zrevaný	zrevanie
zreže	zrežú	zrež	zrezal	zrežúc		zrezavší	zrezaný	zrezanie
zriekne	zrieknu	zriekni	zriekol	zrieknuc				zrieknutie
zrobí	zrobia	zrob	zrobil	zrobiac		zrobivší	zrobený	zrobenie
zrodí	zrodia	zroď	zrodil	zrodiac		zrodivší	zrodený	zrodenie
zroní	zronia	zroň	zronil	zroniac		zronivší	zronený	zronenie
zrosí	zrosia	zros	zrosil	zrosiac		zrosivší	zrosený	zrosenie
zrúbe	zrúbu	zrúb	zrúbal	zrúbuc		zrúbavší	zrúbaný	zrúbanie
zrubí	zrubia	zrub	zrubil	zrubiac	zrubiaci		zrubený	zrubenie
zráca	zrúcajú	zrúcaj	zrúcal	zrúcajúc		zrúcavší	zrúcaný	zrúcanie
zručí	zručia	zruč	zručal	zručiac		zručavší		zručanie
zruší	zrušia	zruš	zrušil	zrušiac		zrušivší	zrušený	zrušenie
zrúti	zrútia	zrúť	zrútil	zrútiac		zrútivší	zrútený	zrútenie
zryčí	zryčia	zryč	zryčal	zryčiac		zryčavší		zryčanie
zrýpe	zrýpu	zrýp	zrýpal	zrýpuc		zrýpavší	zrýpaný	zrýpanie
zuní	zunia	zuň	zunel	zuniac	zuniaci			zunenie
zurčí	zurčia	zurč/zurči	zurčal	zurčiac	zurčiaci			zurčanie
zvábi	zvábia	zváb	zvábil	zvábiac		zvábivší	zvábený	zvábenie
zváľa	zváľajú	zváľaj	zváľal	zváľajúc		zváľavší	zváľaný	zváľanie
zvalí	zvalia	zvaľ	zvalil	zvaliac		zvalivší	zvalený	zvalenie
zvára	zvárajú	zváraj	zváral	zvárajúc	zvárajúci		zváraný	zváranie
zvarí	zvaria	zvar	zvaril	zvariac		zvarivší	zvarený	zvarenie
zváža	zvážajú	zvážaj	zvážal	zvážajúc	zvážajúci		zvážaný	zvážanie
zváži	zvážia	zváž	zvážil	zvážiac		zváživší	zvážený	zváženie
zverí	zveria	zver	zveril	zveriac		zverivší	zverený	zverenie
zvesí	zvesia	zves	zvesil	zvesiac		zvesivší	zvesený	zvesenie
zvešia	zvešajú	zvešaj	zvešal	zvešajúc		zvešavší	zvešaný	zvešanie
zvedie	zvedú	zveď	zviedol	zvedúc			zvedený	zvedenie
zvezie	zvezú	zvez	zviezol	zvezúc			zvezený	zvezenie
zvíja	zvíjajú	zvíjaj	zvíjal	zvíjajúc	zvíjajúci		zvíjaný	zvíjanie
zvinie	zvinú	zviň	zvinul	zvinúc		zvinuvší	zvinutý	zvinutie
zvíri	zvíria	zvír	zvíril	zvíriac		zvírivší	zvírený	zvírenie
zvíta	zvítajú	zvítaj	zvítal	zvítajúc		zvítavší		zvítanie
zvlčí	zvlčia	zvlč / zvlči	zvlčil	zvlčiac		zvlčivší	zvlčený	zvlčenie
zvlní	zvlnia	zvlň	zvlnil	zvlniac		zvlnivší	zvlnený	zvlnenie
zvolá	zvolajú	zvolaj	zvolal	zvolajúc		zvolavší	zvolaný	zvolanie
zvolí	zvolia	zvoľ	zvolil	zvoliac		zvolivší	zvolený	zvolenie
zvoní	zvonia	zvoň	zvonil	zvoniac	zvoniaci		zvonený	zvonenie
zvozí	zvozia	zvoz	zvozil	zvoziac		zvozivší	zvozený	zvozenie
zvŕha	zvŕhajú	zvŕhaj	zvŕhal	zvŕhajúc	zvŕhajúci		zvŕhaný	zvŕhanie
zvrie	zvrú	zvri	zvrel	zvrúc		zvrevší	zvretý	zvretie
zvŕta	zvŕtajú	zvŕtaj	zvŕtal	zvŕtajúc	zvŕtajúci		zvŕtaný	zvŕtanie
zvučí	zvučia	zvuč	zvučal	zvučiac	zvučiaci			zvučanie
zvyká	zvykajú	zvykaj	zvykal	zvykajúc	zvykajúci		zvykaný	zvykanie
zvýši	zvýšia	zvýš	zvýšil	zvýšiac		zvýšivší	zvýšený	zvýšenie
zžíva	zžívajú	zžívaj	zžíval	zžívajúc	zžívajúci			zžívanie
žasne	žasnú	žasni	žasol	žasnúc	žasnúci			žasnutie
žehlí	žehlia	žehli	žehlil	žehliac	žehliaci		žehlený	žehlenie
žehná	žehnajú	žehnaj	žehnal	žehnajúc	žehnajúci		žehnaný	žehnanie
želie	želejú	želej	želel	želejúc	želejúci		želený	želenie
žgrlí	žgrlia	žgrľ	žgrlil	žgrliac	žgrliaci			žgrlenie
žiada	žiadajú	žiadaj	žiadal	žiadajúc	žiadajúci		žiadaný	žiadanie
žiali	žialia	žiaľ	žialil	žialiac	žialiaci		žialený	žialenie
žiari	žiaria	žiar	žiaril	žiariac	žiariaci			žiarenie
žltie	žltejú	žltej	žltel	žltejúc	žltejúci			žltenie
žltne	žltnú	žltni	žltol	žltnúc	žltnúci			žltnutie
žmolí	žmolia	žmoľ	žmolil	žmoliac	žmoliaci		žmolený	žmolenie
žmúri	žmúria	žmúr	žmúril	žmúriac	žmúriaci		žmúrený	žmúrenie
žmýka	žmýkajú	žmýkaj	žmýkal	žmýkajúc	žmýkajúci		žmýkaný	žmýkanie
žobre	žobrú	žobri	žobral	žobrajúc	žobrajúci		žobraný	žobranie
žráva	žrávajú	žrávaj	žrával	žrávajúc	žrávajúci			žrávanie
žrebí	žrebia	žreb	žrebil	žrebiac	žrebiaci			žrebenie
